book_id,goodreads_book_id,title,authors,average_rating,ratings_count,to_read_count,tag_list
201,6411961,"The Lost Symbol (Robert Langdon, #3)",Dan Brown,3.66,369428,358,"to-read, audio-book, thriller-suspense, langdon, read-2009"
202,6339664,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,4.0,448166,547,"to-read, young-adult-fiction, audiobook, ya-romance, my-favorites"
203,11505797,"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,4.15,418309,451,"to-read, love-triangle, want-to-read, beautiful, favourite"
204,5326,A Christmas Carol,Charles Dickens,4.02,394540,230,"to-read, to-buy, e-book, rory-gilmore, christmas-books"
205,43763,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,3.97,372566,362,"to-read, mystery, thriller, gothic-horror, favorite-books"
206,10507293,"The Selection (The Selection, #1)",Kiera Cass,4.15,505340,517,"to-read, maybe, post-apocalyptic, finished, favs"
207,6853,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,4.03,391007,208,"to-read, adventure, re-read, borrowed, to-buy"
208,6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.04,377249,1096,"to-read, e-book, contemporary, cell-culture, book-club-selections"
209,23807,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas Harris,4.14,351107,264,"to-read, thriller-horror, 5-stars, re-read, paperback"
210,345627,"Vampire Academy (Vampire Academy, #1)",Richelle Mead,4.14,248283,274,"to-read, read-2011, vampires-werewolves, 1st-in-series, already-read"
211,40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.89,348196,646,"currently-reading, social-sciences, personal, personal-growth, i-own"
212,6867,Atonement,Ian McEwan,3.88,347006,857,"to-read, brit-lit, shelfari-favorites, didn-t-finish, movies"
213,485894,The Metamorphosis,"Franz Kafka, Stanley Corngold",3.78,364933,443,"to-read, german-lit, clàssics, read-in-german, favorite"
214,561456,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,4.33,446668,206,"fantasy, percy-jackson-series, borrowed, fantasy-sci-fi, riordan"
215,9969571,Ready Player One,Ernest Cline,4.31,349423,794,"to-read, favorite, future, did-not-finish, post-apocalyptic"
216,3153910,The Art of Racing in the Rain,Garth Stein,4.19,327409,669,"to-read, read-in-2016, relationships, finished, read-in-2014"
217,21996,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","Erik Larson, Tony Goldwyn",3.98,309385,888,"to-read, couldn-t-finish, serial-killers, book-club-selections, own-it"
218,13572249,"Bared to You (Crossfire, #1)",Sylvia Day,4.19,222678,134,"to-read, nook, angst, part-of-a-series, audiobooks"
219,11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)","C.S. Lewis, Pauline Baynes",4.24,376385,348,"to-read, fantasy-fiction, chronicles-of-narnia, spiritual, sci-fi"
220,3609760,Twilight: The Complete Illustrated Movie Companion,Mark Cotta Vaz,4.23,291411,35,"to-read, have, sci-fi-fantasy, mark-cotta-vaz, movie-related"
221,60748,"A Child Called ""It"" (Dave Pelzer #1)",Dave Pelzer,4.08,311543,259,"to-read, favourites, shelfari-favorites, my-favorites, already-read"
222,7869,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,3.98,327122,335,"to-read, general, other, amnesia, mystery-thrillers"
223,249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.82,386923,459,"to-read, action-adventure, audio-book, ireland, ya-lit"
224,6487308,"Fallen (Fallen, #1)",Lauren Kate,3.74,395296,479,"to-read, favorite-books, fantasy-paranormal, 3-stars, finished"
225,4406,East of Eden,John Steinbeck,4.35,320919,1111,"to-read, lit, maybe, faves, 5-stars"
226,5886881,Dark Places,Gillian Flynn,3.92,333452,675,"to-read, read-in-2012, 2013-books, e-book, kindle-books"
227,5359,The Client,John Grisham,3.97,320083,107,"to-read, new, mystery-thriller-suspense, have, shelfari-favorites"
228,228333,"The Nanny Diaries (Nanny, #1)","Emma McLaughlin, Nicola Kraus",3.4,323762,205,"to-read, borrowed, audio-books, literature, memoirs"
229,24213,Alice's Adventures in Wonderland & Through the Looking-Glass,"Lewis Carroll, John Tenniel, Martin Gardner",4.06,340920,396,"to-read, fantasy-sci-fi, english-literature, 1001-books-to-read-before-you-die, series"
230,2156,Persuasion,"Jane Austen, James Kinsley, Deidre Shauna Lynch",4.13,365425,615,"to-read, the-classics, read-in-2017, female-author, read-in-2014"
231,556602,Sarah's Key,Tatiana de Rosnay,4.14,312444,661,"historical-fiction, read-2012, auschwitz, book-club-selections, book-club-picks"
232,43615,"The Gunslinger (The Dark Tower, #1)",Stephen King,3.99,332494,519,"to-read, paranormal, wish-list, book-club, reread"
233,9712,Love in the Time of Cholera,"Gabriel García Márquez, Edith Grossman",3.89,283806,1106,"to-read, bbc-top-100, book-group, classic-fiction, gave-up"
234,439288,Speak,Laurie Halse Anderson,4.0,360156,442,"to-read, friendship, young-adult-literature, speak, want-to-read"
235,17802724,The Husband's Secret,Liane Moriarty,3.92,232106,418,"to-read, contemporary, e-books, nook, beach-reads"
236,1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.11,291258,390,"to-read, read-2015, asia, 1990s, abandoned"
237,10592,Carrie,Stephen King,3.93,356814,239,"horror, high-school, creepy, the-king, re-read"
238,242006,Running with Scissors,Augusten Burroughs,3.7,293878,500,"to-read, didn-t-finish, contemporary-fiction, memoirs-and-biographies, dysfunctional-families"
239,8908,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,312969,798,"to-read, science-fiction-fantasy, on-hold, own-it, reviewed"
240,17212231,"Inferno (Robert Langdon, #4)",Dan Brown,3.8,287533,623,"to-read, thriller-mystery, crime-mystery, inferno, crime-thriller"
241,47281,Number the Stars,Lois Lowry,4.11,333638,361,"to-read, read-in-school, favorite-books, book-club, award-winners"
242,13145,"Along Came a Spider (Alex Cross, #1)",James Patterson,4.08,311499,179,"to-read, crime-thrillers, washington, audio-book, mystery-suspense-thriller"
243,10614,Misery,Stephen King,4.11,334647,203,"to-read, stephenking, usa, have, read-in-2017"
244,66559,Sharp Objects,Gillian Flynn,3.92,207889,470,"to-read, 2014-reads, borrowed, e-book, read-in-2017"
245,2839,Bridge to Terabithia,Katherine Paterson,3.98,337644,284,"to-read, drama, children-books, literature, award-winners"
246,30183,"Marked (House of Night, #1)","P.C. Cast, Kristin Cast",3.79,360044,206,"to-read, meh, teen-books, my-bookshelf, love-triangle"
247,36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.05,314700,270,"to-read, audio-books, personal-improvement, how-to, wish-list"
248,1622,A Midsummer Night's Dream,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",3.94,334241,201,"to-read, required-reading, read-in-2014, own-it, books"
249,4588,Extremely Loud and Incredibly Close,Jonathan Safran Foer,3.97,294726,1007,"favorites, literary, made-me-cry, borrowed, e-books"
250,11387515,Wonder,R.J. Palacio,4.43,228538,438,"to-read, chapter-books, young-adult-fiction, tween, acceptance"
251,233093,The Cat in the Hat,Dr. Seuss,4.15,314016,96,"children, read-more-than-once, 20th-century, to-buy, ya"
252,11235712,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,4.15,427663,1105,"to-read, read-2014, favorite-series, 2015-reads, 4-stars"
253,16160797,"The Cuckoo's Calling (Cormoran Strike, #1)","Robert Galbraith, J.K. Rowling",3.83,297712,737,"to-read, i-own, 2014-reads, own-it, novel"
254,6068551,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,3.78,356625,627,"to-read, audio-book, shiver, default, trilogy"
255,662,Atlas Shrugged,"Ayn Rand, Leonard Peikoff",3.68,283295,1022,"to-read, must-read, social-commentary, audio-books, romance"
256,49436,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,"Greg Mortenson, David Oliver Relin",3.64,283516,620,"to-read, adult-nonfiction, audio-book, audio-books, biographical"
257,13023,Alice in Wonderland,"Jane Carruth, Lewis Carroll, Rene Cloke",4.03,343252,218,"to-read, novel, alice-in-wonderland, read-in-2013, children-books"
258,1232,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)","Carlos Ruiz Zafón, Lucia Graves",4.24,263685,744,"to-read, my-library, dnf, translation, adventure"
259,7631105,"The Scorch Trials (Maze Runner, #2)",James Dashner,3.93,305643,378,"young-adult, dystopian-fiction, read-in-2011, fantasy-sci-fi, books-i-have"
260,4865,How to Win Friends and Influence People,Dale Carnegie,4.13,282623,280,"non-fiction, motivation, abandoned, audio-books, non-fiction-to-read"
261,480479,Under the Tuscan Sun,Frances Mayes,3.72,279264,348,"to-read, travel-books, kindle, audio, saw-the-movie"
262,19486412,Big Little Lies,Liane Moriarty,4.2,306186,752,"to-read, chicklit, funny, 2014-reads, stand-alone"
263,24337,Ella Enchanted,Gail Carson Levine,3.97,339117,229,"to-read, fairy-tale-retelling, childrens-lit, gail-carson-levine, coming-of-age"
264,3876,The Sun Also Rises,Ernest Hemingway,3.83,284988,580,"to-read, lit, i-own, college, modern-library-100"
265,14891,A Tree Grows in Brooklyn,Betty  Smith,4.24,291909,1180,"to-read, classic-fiction, my-books, poverty, ebooks"
266,13148,"Kiss the Girls (Alex Cross, #2)",James Patterson,3.93,274639,126,"to-read, e-books, movie, own-it, my-library"
267,21853621,The Nightingale,Kristin Hannah,4.54,253606,1154,"to-read, finished, literary-fiction, fiction-historical, tbr"
268,6334,Never Let Me Go,Kazuo Ishiguro,3.8,294123,1149,"to-read, my-books, default, book-club-books, scifi-fantasy"
269,366522,P.S. I Love You,Cecelia Ahern,4.01,262921,268,"to-read, sub, read-in-2014, standalone, read-in-2008"
270,12873,Rebecca,"Daphne du Maurier, Sally Beauman",4.2,177384,447,"to-read, read-in-2015, 1930s, read-in-2017, bbc-big-read"
271,18373,Flowers for Algernon,Daniel Keyes,4.07,313044,548,"to-read, to-reread, shelfari-favorites, 5-stars, my-library"
272,6952,Like Water for Chocolate,"Laura Esquivel, Thomas  Christensen, Carol Christensen",3.94,263199,404,"fiction, re-read, foodie, my-books, latin"
273,1103,Snow Flower and the Secret Fan,Lisa See,4.05,280475,706,"to-read, read-in-2012, default, school, read-in-2014"
274,22034,The Godfather,"Mario Puzo, Robert Thompson, Peter Bart",4.36,256480,267,"to-read, action, modern-classics, italian, 1001-books-you-must-read-before-you"
275,49750,An Abundance of Katherines,John Green,3.63,312754,567,"currently-reading, printz, 2013-reads, unfinished, favorite-books"
276,29579,Foundation (Foundation #1),Isaac Asimov,4.13,279688,636,"science-fiction, sciencefiction, did-not-finish, my-books, future"
277,15783514,The Ocean at the End of the Lane,Neil Gaiman,3.99,293844,1160,"to-read, reviewed, literature, library-books, mythology"
278,30118,A Light in the Attic,Shel Silverstein,4.34,297861,81,"to-read, middle-grade, children-s-poetry, kid-s-books, school"
279,29056083,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)","John Tiffany, Jack Thorne, J.K. Rowling",3.75,270603,808,"to-read, mystery, novels, contemporary, england"
280,11614718,"Delirium (Delirium, #1)",Lauren Oliver,3.99,256975,651,"to-read, coming-of-age, signed, sci-fi-fantasy, ya-romance"
281,32499,The Pelican Brief,John Grisham,3.95,288376,109,"mystery, finished, louisiana, have, own-it"
282,17061,Coraline,Neil Gaiman,4.03,316379,722,"to-read, my-books, Ｃhildrens, book-club, read-in-2013"
283,12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Terry Pratchett, Neil Gaiman",4.25,298304,748,"to-read, favorite-books, adventure, horror, sff"
284,70401,On the Road,Jack Kerouac,3.64,246602,582,"to-read, road-trip, to-re-read, i-own, to-read-classics"
285,16181775,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,4.01,251703,520,"to-read, humour, 5-stars, love-story, 2014-read"
286,3063499,The Lucky One,Nicholas Sparks,4.1,267166,167,"to-read, read-in-2013, already-read, read-in-2009, own-to-read"
287,2122,The Fountainhead,"Ayn Rand, Leonard Peikoff",3.85,244545,619,"to-read, classic-fiction, drama, science-fiction, english"
288,19691,"The Hunt for Red October (Jack Ryan Universe, #4)",Tom Clancy,4.01,270318,98,"to-read, calibre, spy-novels, intelligence, political"
289,76620,"Watership Down (Watership Down, #1)",Richard Adams,4.05,292426,633,"to-read, modern-classics, animal-fiction, to-reread, books"
290,10335308,Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,3.84,290674,701,"to-read, memoirs-biographies, did-not-finish, read-2016, american"
291,3591262,Cutting for Stone,Abraham Verghese,4.28,258319,659,"fiction, favorite, around-the-world, dnf, my-favorites"
292,140225,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)","C.S. Lewis, Pauline Baynes",4.08,306492,131,"classics, childhood-reads, young-adult-fiction, allegory, childhood-favourites"
293,295,Treasure Island,Robert Louis Stevenson,3.82,268012,260,"to-read, general-fiction, audio-books, childhood-favorites, read-for-school"
294,9520360,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,4.44,299980,238,"to-read, paranormal, children-s-books, read-2014, juvenile"
295,10644930,11/22/63,Stephen King,4.29,258464,1040,"to-read, all-time-favorites, drama, american, fantasy-sci-fi"
296,4948,The Very Hungry Caterpillar Board Book,Eric Carle,4.29,296952,43,"to-read, childrensbooks, library, books-from-my-childhood, childhood-memories"
297,135479,Cat's Cradle,Kurt Vonnegut Jr.,4.18,238940,611,"to-read, 1960s, high-school, read-in-2016, favorite-books"
298,2493,The Time Machine,"H.G. Wells, Greg Bear, Carlo Pagetti",3.87,276076,434,"to-read, read-in-2015, wish-list, audio-books, novella"
299,7933292,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,"Todd Burpo, Lynn Vincent",4.01,228371,227,"to-read, other, 2012-books, life, self-help"
300,39999,The Boy in the Striped Pajamas,John Boyne,4.1,285692,680,"to-read, read-in-2016, kids, john-boyne, borrowed"
301,4900,Heart of Darkness,Joseph Conrad,3.42,255576,375,"to-read, uni, read-in-school, unfinished, lit"
302,7812659,Safe Haven,Nicholas Sparks,4.19,255531,162,"to-read, read-in-2010, family, bookshelf, domestic-abuse"
303,52529,"The Secret (The Secret, #1)",Rhonda Byrne,3.62,241537,150,"to-read, selfhelp, english-books, mine, self-help-books"
304,227711,I Know This Much Is True,Wally Lamb,4.17,246917,385,"to-read, ebook, book-club-books, i-own-it, audio"
305,10583,Pet Sematary,Stephen King,3.91,256383,133,"horror, borrowed, 4-stars, usa, paperback"
306,5203,She's Come Undone,Wally Lamb,3.84,259576,241,"to-read, to-read-fiction, popular-fiction, fiction-literature, on-my-shelf"
307,1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,4.57,245686,342,"to-read, unfinished-series, sci-fi-and-fantasy, read-2016, read-in-2017"
308,33724,Can You Keep a Secret?,Sophie Kinsella,3.83,278747,163,"to-read, read-in-2012, standalone, read-in-2013, general-fiction"
309,6752378,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,4.16,341826,401,"favorites, young-adult-fiction, sci-fi-fantasy, read-2014, bookshelf"
310,14748,"Good in Bed (Cannie Shapiro, #1)",Jennifer Weiner,3.7,248804,193,"to-read, shelfari-favorites, books, favourites, weiner"
311,3412,The Thorn Birds,Colleen McCullough,4.22,255651,192,"to-read, classic, the-big-read, female-authors, borrowed"
312,2213661,The Graveyard Book,"Neil Gaiman, Dave McKean",4.12,302303,965,"fantasy, middle-school, ya-lit, science-fiction, newberry"
313,13158800,The Light Between Oceans,M.L. Stedman,4.0,243526,936,"to-read, 2013-books, recommended, read-2015, history"
314,28194,"Inkheart (Inkworld, #1)","Cornelia Funke, Anthea Bell",3.86,285011,376,"to-read, inkworld, favorite, novel, 5-stars"
315,4894,Who Moved My Cheese?,"Spencer Johnson, Kenneth H. Blanchard",3.74,237272,120,"to-read, audio-books, business-leadership, e-books, own-it"
316,9791,A Walk in the Woods,Bill Bryson,4.05,250192,433,"non-fiction, favourites, all-time-favorites, backpacking, travelogues"
317,13214,I Know Why the Caged Bird Sings,Maya Angelou,4.19,270859,569,"to-read, african-american-lit, bookclub, bio-memoir, auto-biography"
318,15818107,Orphan Train,Christina Baker Kline,4.14,226091,624,"to-read, own-it, books-read-in-2014, to-read-fiction, book-club-picks"
319,8755776,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,4.3,300553,428,"favorites, love, faves, fairies, witches"
320,13526165,"Where'd You Go, Bernadette",Maria Semple,3.9,215453,504,"to-read, family-relationships, mental-illness, women, travel"
321,10365,Where the Red Fern Grows,Wilson Rawls,4.04,268548,162,"classics, books, animal-stories, school-reading, my-childhood"
322,14497,Neverwhere,Neil Gaiman,4.18,268318,904,"fantasy, re-read, own-it, sf-fantasy, scifi"
323,9717,The Unbearable Lightness of Being,"Milan Kundera, Michael Henry Heim",4.08,205279,712,"to-read, 1980s, favoritos, world-literature, recommended"
324,16068905,Fangirl,Rainbow Rowell,4.12,340379,565,"to-read, read-2016, book-boyfriends, reread, mental-illness"
325,4473,A Prayer for Owen Meany,John Irving,4.22,226964,496,"to-read, book-group, faves, my-books, to-read-fiction"
326,32234,White Oleander,Janet Fitch,3.93,245674,317,"favorites, janet-fitch, personal-library, women-authors, did-not-finish"
327,9275658,"Legend (Legend, #1)",Marie Lu,4.19,299998,820,"to-read, ya-fantasy, read-in-english, 2013-reads, distopia"
328,14866,Nineteen Minutes,Jodi Picoult,4.1,235978,264,"to-read, thought-provoking, read-in-2012, audio-books, favorite"
